Station ID,Address,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency
EVS00171,"8513 Random Rd, City 75, Country",AC Level 1,0.17,9:00-18:00,6.24,21,EVgo,150,Type 2,2015,Yes,3.2,5,Annually
EVS00172,"7508 Seoul Ave, Seoul",DC Fast Charger,0.40,24/7,11.93,35,Tesla,350,"CHAdeMO, Type 2",2017,Yes,4.2,4,Annually
EVS00173,"8034 San Francisco Ave, San Francisco",AC Level 2,0.19,6:00-22:00,11.19,31,ChargePoint,50,Tesla,2017,No,4.3,3,Monthly
EVS00174,"4929 Berlin Ave, Berlin",AC Level 1,0.32,24/7,7.39,45,ChargePoint,22,"CHAdeMO, Tesla",2016,No,4.8,3,Annually
EVS00175,"4448 San Francisco Ave, San Francisco",DC Fast Charger,0.40,9:00-18:00,3.08,80,EVgo,150,"Type 2, Tesla",2014,Yes,5.0,5,Monthly
EVS00176,"9513 Seoul Ave, Seoul",DC Fast Charger,0.17,24/7,12.86,56,ChargePoint,350,Type 2,2015,No,4.1,4,Annually
EVS00177,"7820 Chicago Ave, Chicago",AC Level 2,0.26,6:00-22:00,14.74,25,ChargePoint,150,"CHAdeMO, Type 2",2010,Yes,3.4,4,Annually
EVS00178,"3436 Beijing Ave, Beijing",AC Level 1,0.49,9:00-18:00,2.45,56,Greenlots,350,Type 2,2022,No,4.4,9,Annually
EVS00179,"4247 Mexico City Ave, Mexico City",AC Level 2,0.13,24/7,1.96,75,Tesla,150,"CHAdeMO, Type 2",2017,Yes,3.4,3,Annually
EVS00180,"1592 Moscow Ave, Moscow",AC Level 2,0.29,9:00-18:00,19.63,77,EVgo,50,"CHAdeMO, Tesla",2017,Yes,4.3,3,Monthly
EVS00181,"7167 Random Rd, City 496, Country",AC Level 2,0.14,6:00-22:00,5.29,79,Ionity,22,"Type 2, Tesla",2019,No,4.4,6,Annually
EVS00182,"7953 Seoul Ave, Seoul",AC Level 1,0.30,24/7,4.23,38,Ionity,22,"Type 2, Tesla",2015,No,4.4,9,Quarterly
EVS00183,"4051 São Paulo Ave, São Paulo",AC Level 1,0.19,24/7,7.58,75,EVgo,350,"Tesla, Type 2",2023,Yes,4.5,3,Monthly
EVS00184,"4717 Mexico City Ave, Mexico City",DC Fast Charger,0.27,6:00-22:00,16.86,12,ChargePoint,150,"CCS, CHAdeMO",2022,No,3.3,1,Annually
EVS00185,"8712 São Paulo Ave, São Paulo",AC Level 2,0.48,9:00-18:00,4.83,13,Greenlots,150,CHAdeMO,2021,No,5.0,10,Quarterly
EVS00186,"2955 Mexico City Ave, Mexico City",AC Level 1,0.31,6:00-22:00,11.61,35,Tesla,150,"CCS, CHAdeMO",2020,No,4.1,4,Annually
EVS00187,"5172 Mumbai Ave, Mumbai",DC Fast Charger,0.31,6:00-22:00,3.65,23,EVgo,50,Tesla,2011,No,4.4,9,Monthly
EVS00188,"662 Toronto Ave, Toronto",DC Fast Charger,0.35,24/7,18.49,15,Greenlots,22,Type 2,2022,Yes,3.6,2,Quarterly
EVS00189,"4948 Bangkok Ave, Bangkok",AC Level 1,0.48,6:00-22:00,4.24,28,Ionity,22,CHAdeMO,2022,No,3.1,7,Quarterly
EVS00190,"5090 Bangkok Ave, Bangkok",AC Level 1,0.44,24/7,19.45,79,Greenlots,350,CCS,2011,No,3.4,7,Annually
EVS00191,"9687 Random Rd, City 275, Country",AC Level 2,0.25,24/7,1.49,78,Ionity,150,"Type 2, Tesla",2017,Yes,4.3,2,Quarterly
EVS00192,"950 Mexico City Ave, Mexico City",DC Fast Charger,0.23,24/7,17.85,56,EVgo,50,CHAdeMO,2012,No,3.2,5,Quarterly
EVS00193,"4932 Mumbai Ave, Mumbai",AC Level 2,0.15,9:00-18:00,11.54,58,ChargePoint,50,Type 2,2011,No,4.9,2,Annually
EVS00194,"103 Berlin Ave, Berlin",AC Level 1,0.26,9:00-18:00,9.22,70,Tesla,350,CHAdeMO,2012,Yes,3.8,7,Quarterly
EVS00195,"8558 Toronto Ave, Toronto",DC Fast Charger,0.48,9:00-18:00,11.94,95,EVgo,150,CHAdeMO,2010,No,3.9,4,Quarterly
EVS00196,"8293 São Paulo Ave, São Paulo",AC Level 1,0.11,9:00-18:00,8.10,30,ChargePoint,350,Tesla,2023,No,4.3,5,Monthly
EVS00197,"9086 Moscow Ave, Moscow",AC Level 1,0.36,24/7,14.41,31,Tesla,50,"CHAdeMO, Tesla",2011,Yes,3.5,7,Monthly
EVS00198,"2447 Berlin Ave, Berlin",AC Level 1,0.14,9:00-18:00,4.39,92,EVgo,350,Tesla,2014,Yes,4.8,10,Quarterly
EVS00199,"6519 Dubai Ave, Dubai",DC Fast Charger,0.29,24/7,5.79,45,Greenlots,150,"Tesla, CHAdeMO",2019,No,4.8,9,Monthly
EVS00200,"9336 Los Angeles Ave, Los Angeles",DC Fast Charger,0.33,9:00-18:00,2.22,17,Tesla,350,CCS,2011,Yes,3.3,10,Quarterly
EVS00201,"7820 Random Rd, City 148, Country",AC Level 1,0.38,6:00-22:00,19.15,19,Greenlots,150,"Tesla, CCS",2023,No,4.8,7,Monthly
EVS00202,"275 Berlin Ave, Berlin",AC Level 2,0.11,6:00-22:00,10.66,18,Tesla,22,Tesla,2022,No,4.4,10,Quarterly
EVS00203,"9022 Cape Town Ave, Cape Town",AC Level 2,0.15,6:00-22:00,16.61,51,EVgo,150,CHAdeMO,2018,Yes,3.2,2,Quarterly
EVS00204,"4885 Cape Town Ave, Cape Town",AC Level 1,0.49,9:00-18:00,4.28,81,ChargePoint,22,Type 2,2011,Yes,3.9,3,Annually
EVS00205,"5225 Toronto Ave, Toronto",AC Level 1,0.14,6:00-22:00,6.97,78,ChargePoint,22,CHAdeMO,2020,Yes,3.0,6,Annually
EVS00206,"4652 Mexico City Ave, Mexico City",AC Level 2,0.38,24/7,18.60,66,Greenlots,50,CCS,2012,Yes,4.4,4,Annually
EVS00207,"9330 Berlin Ave, Berlin",DC Fast Charger,0.17,9:00-18:00,2.03,16,Ionity,350,"Type 2, Tesla",2023,Yes,4.1,5,Annually
EVS00208,"7980 Beijing Ave, Beijing",AC Level 2,0.34,6:00-22:00,17.98,92,Greenlots,50,Tesla,2010,No,4.2,3,Annually
EVS00209,"2207 Sydney Ave, Sydney",AC Level 2,0.45,9:00-18:00,19.41,69,Tesla,350,"Type 2, CCS",2017,Yes,4.1,10,Annually
EVS00210,"5565 Mumbai Ave, Mumbai",AC Level 2,0.33,24/7,4.19,70,Tesla,350,CHAdeMO,2010,No,3.4,3,Quarterly
EVS00211,"3257 Random Rd, City 66, Country",AC Level 1,0.43,24/7,7.52,43,Greenlots,50,"Tesla, Type 2",2014,Yes,3.5,4,Monthly
EVS00212,"9181 Moscow Ave, Moscow",DC Fast Charger,0.42,24/7,5.35,32,EVgo,350,"Type 2, CHAdeMO",2011,No,4.8,10,Monthly
EVS00213,"4470 Chicago Ave, Chicago",DC Fast Charger,0.22,24/7,10.63,32,Ionity,22,"Type 2, Tesla",2018,Yes,4.7,1,Monthly
EVS00214,"226 Mexico City Ave, Mexico City",AC Level 1,0.11,6:00-22:00,14.17,52,Greenlots,150,"Type 2, CHAdeMO",2015,Yes,4.2,3,Monthly
EVS00215,"6861 San Francisco Ave, San Francisco",DC Fast Charger,0.22,9:00-18:00,12.98,30,ChargePoint,22,"Tesla, Type 2",2011,No,3.7,6,Annually
EVS00216,"3504 Bangkok Ave, Bangkok",AC Level 2,0.24,6:00-22:00,7.95,90,EVgo,22,Tesla,2013,Yes,3.9,9,Monthly
EVS00217,"9968 Seoul Ave, Seoul",DC Fast Charger,0.27,24/7,15.99,94,EVgo,22,Type 2,2019,No,3.4,4,Monthly
EVS00218,"7958 Mexico City Ave, Mexico City",DC Fast Charger,0.22,24/7,2.90,65,Ionity,150,CCS,2014,No,4.8,2,Annually
EVS00219,"5083 San Francisco Ave, San Francisco",AC Level 1,0.25,9:00-18:00,16.30,71,ChargePoint,150,"Tesla, CHAdeMO",2021,No,4.6,5,Quarterly
EVS00220,"4620 Dubai Ave, Dubai",AC Level 2,0.32,6:00-22:00,13.84,93,Tesla,350,"Tesla, Type 2",2010,No,3.0,9,Annually
EVS00221,"3372 Random Rd, City 151, Country",AC Level 1,0.30,6:00-22:00,14.60,73,EVgo,150,Type 2,2023,Yes,4.1,9,Annually
EVS00222,"7852 Berlin Ave, Berlin",AC Level 1,0.23,9:00-18:00,9.55,49,Ionity,150,Type 2,2023,No,4.7,5,Quarterly
EVS00223,"9887 Toronto Ave, Toronto",AC Level 1,0.22,6:00-22:00,13.18,40,EVgo,150,"Type 2, CHAdeMO",2020,Yes,4.0,4,Monthly
EVS00224,"2646 Dubai Ave, Dubai",DC Fast Charger,0.33,9:00-18:00,10.57,63,EVgo,22,Tesla,2017,Yes,4.0,1,Quarterly
EVS00225,"4917 Seoul Ave, Seoul",AC Level 1,0.42,9:00-18:00,7.24,19,ChargePoint,22,Type 2,2010,Yes,4.6,8,Monthly
EVS00226,"4786 Bangkok Ave, Bangkok",DC Fast Charger,0.45,6:00-22:00,15.40,70,Greenlots,350,"CHAdeMO, CCS",2019,Yes,4.3,5,Quarterly
EVS00227,"2267 Seoul Ave, Seoul",AC Level 1,0.26,9:00-18:00,5.68,43,EVgo,22,CCS,2017,Yes,4.5,2,Annually
EVS00228,"9700 Sydney Ave, Sydney",DC Fast Charger,0.49,9:00-18:00,12.13,92,Greenlots,22,CHAdeMO,2019,Yes,4.9,3,Quarterly
EVS00229,"3482 Mexico City Ave, Mexico City",AC Level 2,0.35,24/7,15.25,49,Tesla,22,CHAdeMO,2020,Yes,3.6,2,Monthly
EVS00230,"9591 Mexico City Ave, Mexico City",DC Fast Charger,0.10,9:00-18:00,15.67,45,Ionity,22,Tesla,2010,Yes,3.9,3,Monthly
EVS00231,"9516 Random Rd, City 95, Country",AC Level 2,0.19,24/7,2.77,60,Greenlots,22,"CCS, Tesla",2018,Yes,4.6,7,Annually
EVS00232,"3472 Chicago Ave, Chicago",DC Fast Charger,0.38,6:00-22:00,8.58,41,EVgo,50,"Type 2, Tesla",2010,No,3.4,6,Quarterly
EVS00233,"3167 Cape Town Ave, Cape Town",AC Level 1,0.36,24/7,0.90,56,Ionity,350,CCS,2019,No,3.6,4,Monthly
EVS00234,"9279 Cape Town Ave, Cape Town",AC Level 2,0.29,6:00-22:00,6.75,98,Ionity,50,CHAdeMO,2016,No,4.6,3,Monthly
EVS00235,"2695 Beijing Ave, Beijing",DC Fast Charger,0.12,9:00-18:00,5.59,72,ChargePoint,22,"Type 2, Tesla",2021,No,3.9,3,Annually
EVS00236,"1703 Seoul Ave, Seoul",AC Level 2,0.32,6:00-22:00,13.19,20,EVgo,22,CCS,2020,Yes,3.1,6,Annually
EVS00237,"7608 Seoul Ave, Seoul",AC Level 2,0.10,9:00-18:00,10.03,41,Tesla,50,"Type 2, Tesla",2023,Yes,4.8,9,Quarterly
EVS00238,"4891 Seoul Ave, Seoul",DC Fast Charger,0.33,9:00-18:00,16.23,98,Tesla,150,Tesla,2019,No,4.7,6,Monthly
EVS00239,"9259 Los Angeles Ave, Los Angeles",AC Level 2,0.18,9:00-18:00,12.95,94,Ionity,150,Tesla,2014,Yes,3.2,8,Quarterly
EVS00240,"5512 Los Angeles Ave, Los Angeles",AC Level 1,0.48,9:00-18:00,5.95,23,Ionity,22,"Type 2, CHAdeMO",2022,Yes,4.8,3,Monthly
EVS00241,"946 Random Rd, City 69, Country",AC Level 1,0.30,6:00-22:00,5.66,67,Greenlots,350,CCS,2011,Yes,4.8,3,Quarterly
EVS00242,"8128 Toronto Ave, Toronto",AC Level 2,0.21,6:00-22:00,8.91,50,Ionity,50,"Tesla, CHAdeMO",2013,Yes,4.8,10,Monthly
EVS00243,"9065 Moscow Ave, Moscow",AC Level 1,0.44,9:00-18:00,14.77,40,EVgo,350,CCS,2013,No,3.7,6,Annually
EVS00244,"3264 Los Angeles Ave, Los Angeles",AC Level 2,0.10,6:00-22:00,12.34,89,ChargePoint,50,"Type 2, CHAdeMO",2013,No,4.9,1,Monthly
EVS00245,"239 San Francisco Ave, San Francisco",AC Level 2,0.13,6:00-22:00,7.96,17,ChargePoint,150,Tesla,2020,Yes,4.9,3,Annually
EVS00246,"887 Dubai Ave, Dubai",AC Level 2,0.26,6:00-22:00,3.26,25,Greenlots,350,Type 2,2017,Yes,4.5,7,Quarterly
EVS00247,"9612 Los Angeles Ave, Los Angeles",AC Level 1,0.17,9:00-18:00,11.80,10,EVgo,50,Type 2,2015,No,3.4,6,Monthly
EVS00248,"3800 Mumbai Ave, Mumbai",DC Fast Charger,0.44,6:00-22:00,10.95,92,Tesla,150,"CCS, Type 2",2012,Yes,3.5,7,Quarterly
EVS00249,"98 Bangkok Ave, Bangkok",DC Fast Charger,0.22,9:00-18:00,18.59,11,Greenlots,22,CCS,2017,No,5.0,5,Monthly
EVS00250,"8981 San Francisco Ave, San Francisco",DC Fast Charger,0.33,6:00-22:00,19.44,31,ChargePoint,50,Tesla,2010,Yes,4.4,10,Annually
EVS00251,"8144 Random Rd, City 88, Country",DC Fast Charger,0.29,9:00-18:00,13.59,53,EVgo,22,"CHAdeMO, Tesla",2019,No,4.1,9,Monthly
EVS00252,"6714 Seoul Ave, Seoul",AC Level 2,0.21,9:00-18:00,18.15,81,Tesla,350,"Tesla, Type 2",2010,Yes,3.2,7,Monthly
EVS00253,"1747 Seoul Ave, Seoul",DC Fast Charger,0.13,24/7,3.83,89,Ionity,50,"Tesla, Type 2",2022,No,3.3,8,Quarterly
EVS00254,"3604 Berlin Ave, Berlin",AC Level 1,0.38,9:00-18:00,4.98,54,ChargePoint,150,CCS,2015,No,5.0,1,Quarterly
EVS00255,"9106 Mexico City Ave, Mexico City",DC Fast Charger,0.18,24/7,4.54,93,EVgo,350,CHAdeMO,2018,Yes,4.7,10,Annually
EVS00256,"7234 Beijing Ave, Beijing",AC Level 2,0.24,24/7,18.45,21,ChargePoint,50,"CHAdeMO, Tesla",2016,Yes,3.5,5,Quarterly
EVS00257,"2574 Bangkok Ave, Bangkok",AC Level 1,0.45,24/7,19.91,49,Tesla,22,CHAdeMO,2011,No,4.0,3,Quarterly
EVS00258,"3303 Dubai Ave, Dubai",AC Level 2,0.40,9:00-18:00,16.26,30,Ionity,150,"Tesla, Type 2",2020,No,3.5,2,Annually
EVS00259,"3146 Mumbai Ave, Mumbai",AC Level 2,0.17,24/7,19.58,13,EVgo,350,CHAdeMO,2012,No,3.9,4,Quarterly
EVS00260,"7548 São Paulo Ave, São Paulo",DC Fast Charger,0.34,6:00-22:00,3.68,63,Ionity,22,"Tesla, CHAdeMO",2023,Yes,4.4,2,Annually
EVS00261,"4938 Random Rd, City 479, Country",AC Level 2,0.21,9:00-18:00,3.99,49,EVgo,50,CCS,2016,No,4.6,6,Quarterly
EVS00262,"6384 Sydney Ave, Sydney",AC Level 2,0.13,9:00-18:00,17.13,77,ChargePoint,50,"CCS, CHAdeMO",2022,Yes,3.5,3,Annually
EVS00263,"5718 Seoul Ave, Seoul",DC Fast Charger,0.42,9:00-18:00,4.88,30,Greenlots,50,"CCS, CHAdeMO",2022,Yes,3.5,3,Monthly
EVS00264,"1953 Mumbai Ave, Mumbai",AC Level 2,0.50,9:00-18:00,3.69,81,EVgo,50,CHAdeMO,2020,Yes,3.7,6,Monthly
EVS00265,"5383 Berlin Ave, Berlin",DC Fast Charger,0.20,24/7,19.99,55,Tesla,350,CHAdeMO,2021,No,5.0,9,Annually
EVS00266,"7437 Dubai Ave, Dubai",AC Level 1,0.19,6:00-22:00,19.31,83,EVgo,150,"CCS, Tesla",2020,Yes,3.5,5,Quarterly
EVS00267,"9781 Berlin Ave, Berlin",AC Level 2,0.44,9:00-18:00,10.33,94,EVgo,50,"Tesla, CHAdeMO",2022,No,4.4,2,Monthly
EVS00268,"8076 Los Angeles Ave, Los Angeles",DC Fast Charger,0.21,6:00-22:00,4.69,53,Ionity,50,Tesla,2021,No,4.0,10,Annually
EVS00269,"9697 Beijing Ave, Beijing",AC Level 2,0.24,24/7,5.66,75,Tesla,50,Type 2,2014,Yes,4.3,8,Annually
EVS00270,"3111 Mumbai Ave, Mumbai",DC Fast Charger,0.27,9:00-18:00,13.77,20,Ionity,150,CCS,2018,No,4.0,1,Monthly
EVS00271,"1215 Random Rd, City 269, Country",AC Level 2,0.16,6:00-22:00,6.52,94,ChargePoint,50,CHAdeMO,2012,No,3.5,4,Annually
EVS00272,"8765 Chicago Ave, Chicago",DC Fast Charger,0.17,9:00-18:00,10.65,57,Ionity,22,"CHAdeMO, Type 2",2017,Yes,4.7,2,Monthly
EVS00273,"9302 Mexico City Ave, Mexico City",AC Level 2,0.45,24/7,9.92,74,EVgo,22,"CCS, Tesla",2014,No,3.3,9,Annually
EVS00274,"9302 São Paulo Ave, São Paulo",AC Level 2,0.15,6:00-22:00,16.56,71,Greenlots,50,CHAdeMO,2018,No,4.8,7,Quarterly
EVS00275,"4406 Los Angeles Ave, Los Angeles",AC Level 1,0.24,9:00-18:00,8.19,24,Greenlots,22,"CHAdeMO, CCS",2011,Yes,4.1,5,Monthly
EVS00276,"3671 Mexico City Ave, Mexico City",AC Level 1,0.31,9:00-18:00,16.13,22,Tesla,22,"CCS, Type 2",2020,Yes,3.8,5,Annually
EVS00277,"1979 Dubai Ave, Dubai",AC Level 2,0.40,6:00-22:00,13.94,82,Greenlots,50,"Type 2, CCS",2011,Yes,3.8,5,Annually
EVS00278,"3276 Mumbai Ave, Mumbai",DC Fast Charger,0.37,24/7,3.84,98,EVgo,150,Tesla,2020,No,3.2,2,Quarterly
EVS00279,"5856 Berlin Ave, Berlin",AC Level 2,0.38,6:00-22:00,9.33,61,Greenlots,22,CCS,2014,Yes,4.5,7,Quarterly
EVS00280,"4464 Los Angeles Ave, Los Angeles",AC Level 2,0.14,6:00-22:00,17.41,43,EVgo,350,"CHAdeMO, CCS",2021,No,4.5,7,Annually
EVS00281,"7068 Random Rd, City 179, Country",AC Level 2,0.50,9:00-18:00,2.04,48,EVgo,150,Type 2,2017,Yes,3.8,5,Annually
EVS00282,"8217 Moscow Ave, Moscow",AC Level 2,0.50,6:00-22:00,13.15,91,EVgo,350,"Type 2, CHAdeMO",2017,Yes,3.9,7,Annually
EVS00283,"9864 Bangkok Ave, Bangkok",DC Fast Charger,0.46,24/7,6.03,96,Greenlots,50,CHAdeMO,2023,Yes,3.3,3,Quarterly
EVS00284,"8022 Moscow Ave, Moscow",AC Level 2,0.17,9:00-18:00,15.13,81,Greenlots,22,"Type 2, CHAdeMO",2019,No,3.1,4,Monthly
EVS00285,"3103 Chicago Ave, Chicago",AC Level 2,0.11,9:00-18:00,12.25,72,ChargePoint,22,"CCS, CHAdeMO",2017,No,4.9,4,Quarterly
EVS00286,"836 Moscow Ave, Moscow",AC Level 1,0.42,24/7,9.14,96,Ionity,22,"Tesla, CHAdeMO",2015,No,4.3,2,Quarterly
EVS00287,"8540 Cape Town Ave, Cape Town",AC Level 2,0.30,24/7,12.97,60,Ionity,22,Type 2,2017,No,5.0,9,Quarterly
EVS00288,"4873 Cape Town Ave, Cape Town",DC Fast Charger,0.30,6:00-22:00,7.47,87,ChargePoint,50,CHAdeMO,2017,No,3.7,8,Quarterly
EVS00289,"2755 Toronto Ave, Toronto",DC Fast Charger,0.45,6:00-22:00,15.56,41,Tesla,150,"Type 2, CCS",2021,No,4.4,2,Annually
EVS00290,"1631 Seoul Ave, Seoul",AC Level 1,0.14,9:00-18:00,7.03,45,ChargePoint,50,CCS,2015,Yes,4.9,7,Monthly
EVS00291,"6615 Random Rd, City 372, Country",AC Level 1,0.23,6:00-22:00,8.49,38,Tesla,22,Tesla,2011,Yes,3.2,4,Annually
EVS00292,"6691 Los Angeles Ave, Los Angeles",DC Fast Charger,0.29,6:00-22:00,3.95,28,Greenlots,150,Type 2,2021,Yes,3.9,1,Annually
EVS00293,"3691 Mexico City Ave, Mexico City",DC Fast Charger,0.41,9:00-18:00,16.52,50,ChargePoint,150,CHAdeMO,2014,Yes,4.5,2,Quarterly
EVS00294,"676 Toronto Ave, Toronto",AC Level 2,0.24,9:00-18:00,12.75,73,Greenlots,350,Type 2,2017,No,3.6,9,Annually
EVS00295,"9320 Chicago Ave, Chicago",AC Level 2,0.14,24/7,18.45,59,EVgo,22,CCS,2021,No,3.1,8,Annually
EVS00296,"2013 Chicago Ave, Chicago",AC Level 2,0.41,9:00-18:00,14.98,96,Greenlots,350,CHAdeMO,2018,No,4.6,5,Monthly
EVS00297,"4198 Mumbai Ave, Mumbai",DC Fast Charger,0.23,6:00-22:00,1.82,75,ChargePoint,350,Tesla,2015,No,4.6,9,Quarterly
EVS00298,"4654 Beijing Ave, Beijing",AC Level 2,0.18,24/7,1.17,34,EVgo,22,"Tesla, Type 2",2014,Yes,3.8,6,Monthly
EVS00299,"7913 São Paulo Ave, São Paulo",AC Level 1,0.33,9:00-18:00,19.97,18,EVgo,350,"CCS, CHAdeMO",2022,Yes,4.1,9,Quarterly
EVS00300,"1120 Beijing Ave, Beijing",DC Fast Charger,0.30,24/7,11.71,32,Ionity,22,CHAdeMO,2011,Yes,3.1,9,Annually
EVS00301,"5492 Random Rd, City 24, Country",DC Fast Charger,0.22,6:00-22:00,8.22,94,Tesla,50,CCS,2014,Yes,3.8,10,Annually
EVS00302,"5315 Mumbai Ave, Mumbai",DC Fast Charger,0.24,9:00-18:00,11.64,71,Tesla,350,CCS,2011,Yes,4.0,6,Annually
EVS00303,"8711 Chicago Ave, Chicago",AC Level 1,0.33,6:00-22:00,1.56,39,EVgo,350,"CCS, Type 2",2016,No,3.9,10,Monthly
EVS00304,"1387 Mexico City Ave, Mexico City",DC Fast Charger,0.49,6:00-22:00,18.90,86,Tesla,22,Type 2,2019,No,3.9,9,Annually
EVS00305,"6078 Cape Town Ave, Cape Town",AC Level 2,0.37,9:00-18:00,0.55,39,Ionity,22,"Tesla, CCS",2018,No,3.2,4,Annually
EVS00306,"9684 Beijing Ave, Beijing",AC Level 1,0.46,6:00-22:00,6.91,40,Greenlots,22,"Type 2, CCS",2016,No,3.9,6,Quarterly
EVS00307,"106 Mexico City Ave, Mexico City",AC Level 1,0.24,6:00-22:00,12.41,49,EVgo,350,"Type 2, CHAdeMO",2014,No,3.5,10,Monthly
EVS00308,"6499 Chicago Ave, Chicago",DC Fast Charger,0.20,6:00-22:00,5.45,64,ChargePoint,50,"Type 2, CCS",2016,No,3.2,2,Monthly
EVS00309,"6538 Toronto Ave, Toronto",AC Level 2,0.16,6:00-22:00,0.57,60,Ionity,50,"CHAdeMO, Type 2",2018,Yes,3.7,6,Monthly
EVS00310,"2076 Mumbai Ave, Mumbai",AC Level 2,0.41,6:00-22:00,13.72,10,EVgo,350,"CCS, CHAdeMO",2022,Yes,3.0,7,Quarterly
EVS00311,"2931 Random Rd, City 265, Country",AC Level 1,0.20,6:00-22:00,12.26,86,ChargePoint,350,Type 2,2022,No,3.9,2,Monthly
EVS00312,"246 Chicago Ave, Chicago",DC Fast Charger,0.13,6:00-22:00,13.45,13,Tesla,50,"CCS, CHAdeMO",2017,No,3.0,10,Quarterly
EVS00313,"3176 Berlin Ave, Berlin",AC Level 1,0.11,24/7,2.92,69,Ionity,350,CCS,2018,No,4.2,4,Annually
EVS00314,"1021 Chicago Ave, Chicago",AC Level 2,0.16,6:00-22:00,1.01,44,Ionity,350,"Type 2, Tesla",2010,Yes,3.2,3,Monthly
EVS00315,"4936 Mumbai Ave, Mumbai",AC Level 2,0.19,6:00-22:00,10.08,36,Ionity,50,"CCS, Type 2",2015,Yes,3.3,3,Annually
EVS00316,"5399 Seoul Ave, Seoul",DC Fast Charger,0.22,24/7,1.94,74,Greenlots,150,"Type 2, CCS",2014,No,4.9,9,Monthly
EVS00317,"672 Mumbai Ave, Mumbai",AC Level 1,0.15,24/7,8.07,78,Ionity,350,Type 2,2011,No,4.2,6,Monthly
EVS00318,"6455 Beijing Ave, Beijing",AC Level 2,0.27,24/7,5.88,73,EVgo,150,"Type 2, Tesla",2021,No,4.0,9,Monthly
EVS00319,"1563 Moscow Ave, Moscow",AC Level 2,0.13,24/7,8.62,13,Tesla,350,"CCS, Type 2",2021,No,3.4,8,Annually
EVS00320,"5062 Cape Town Ave, Cape Town",AC Level 2,0.43,9:00-18:00,7.79,27,ChargePoint,50,CHAdeMO,2015,No,4.7,7,Monthly
EVS00321,"9748 Random Rd, City 276, Country",AC Level 1,0.16,24/7,7.37,29,ChargePoint,150,"Tesla, Type 2",2019,No,5.0,10,Annually
EVS00322,"9728 Beijing Ave, Beijing",AC Level 2,0.15,6:00-22:00,4.74,94,EVgo,150,"CHAdeMO, Tesla",2016,Yes,4.2,1,Annually
EVS00323,"5185 Bangkok Ave, Bangkok",DC Fast Charger,0.41,6:00-22:00,8.44,41,EVgo,150,"CHAdeMO, CCS",2013,Yes,4.0,1,Annually
EVS00324,"1862 San Francisco Ave, San Francisco",AC Level 2,0.27,9:00-18:00,2.76,20,ChargePoint,350,"Tesla, CHAdeMO",2011,Yes,4.3,8,Annually
EVS00325,"4976 Los Angeles Ave, Los Angeles",AC Level 2,0.31,24/7,11.79,98,Ionity,150,CHAdeMO,2010,No,3.7,1,Annually
EVS00326,"2656 Chicago Ave, Chicago",AC Level 1,0.16,9:00-18:00,16.48,30,Tesla,50,"CCS, Type 2",2011,Yes,4.5,4,Monthly
EVS00327,"824 Los Angeles Ave, Los Angeles",AC Level 2,0.31,6:00-22:00,16.48,36,EVgo,150,Tesla,2016,No,4.9,4,Monthly
EVS00328,"2168 São Paulo Ave, São Paulo",AC Level 2,0.11,6:00-22:00,9.90,59,Tesla,22,Tesla,2018,Yes,3.3,3,Monthly
EVS00329,"7911 Bangkok Ave, Bangkok",AC Level 2,0.11,6:00-22:00,10.34,98,EVgo,50,Type 2,2013,No,4.4,3,Quarterly
EVS00330,"9275 Mexico City Ave, Mexico City",AC Level 1,0.43,24/7,14.48,23,Tesla,150,"Tesla, Type 2",2010,No,4.3,9,Annually
EVS00331,"9481 Random Rd, City 246, Country",AC Level 1,0.13,24/7,10.27,47,Greenlots,350,"CCS, CHAdeMO",2013,Yes,4.8,1,Quarterly
EVS00332,"2039 Moscow Ave, Moscow",DC Fast Charger,0.21,9:00-18:00,16.38,55,Ionity,22,"CCS, CHAdeMO",2015,No,3.4,1,Monthly
EVS00333,"2497 Los Angeles Ave, Los Angeles",AC Level 1,0.13,9:00-18:00,9.66,29,Tesla,150,Tesla,2017,Yes,4.5,4,Monthly
EVS00334,"6812 Chicago Ave, Chicago",AC Level 2,0.24,9:00-18:00,18.99,23,EVgo,50,Type 2,2023,Yes,4.2,4,Annually
EVS00335,"5657 Mexico City Ave, Mexico City",DC Fast Charger,0.31,9:00-18:00,13.37,75,EVgo,350,"CCS, Tesla",2015,No,4.5,4,Quarterly
EVS00336,"6205 Moscow Ave, Moscow",AC Level 2,0.41,6:00-22:00,16.13,68,ChargePoint,22,CCS,2022,Yes,3.2,6,Quarterly
EVS00337,"9000 Mexico City Ave, Mexico City",DC Fast Charger,0.22,6:00-22:00,17.36,78,Greenlots,150,"CHAdeMO, Tesla",2016,No,4.1,3,Annually
EVS00338,"3400 San Francisco Ave, San Francisco",DC Fast Charger,0.16,6:00-22:00,7.89,25,Greenlots,22,"Type 2, CHAdeMO",2013,No,4.0,6,Quarterly
EVS00339,"9428 Sydney Ave, Sydney",DC Fast Charger,0.13,9:00-18:00,7.61,64,Greenlots,150,"CCS, Tesla",2021,No,4.9,2,Monthly
